Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,fpl_base.Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,Own%,Date,KO time,Season start price,Season end price
Schürrle,45,0,0,0,1,0,0,0,0,0,0,0,4,1,1,CHE,4 - 2,SWA,Home,4,MID,6,Favourable,91,64,2014/09/13,15:00:00,7.5,7.1
Matic,90,0,0,0,2,0,0,0,0,0,0,0,16,20,2,CHE,4 - 2,SWA,Home,4,MID,6,Favourable,95,47,2014/09/13,15:00:00,5.5,5.5
Salah,9,0,0,0,1,0,0,0,0,0,0,0,-1,2,1,CHE,4 - 2,SWA,Home,4,MID,6,Favourable,96,2,2014/09/13,15:00:00,6.5,6
Fàbregas,81,0,2,0,1,0,0,0,0,0,0,2,34,51,10,CHE,4 - 2,SWA,Home,4,MID,6,Favourable,100,446,2014/09/13,15:00:00,9,9.1
Remy,19,1,0,0,1,0,0,0,0,0,0,0,15,25,5,CHE,4 - 2,SWA,Home,4,FWD,6,Favourable,335,38,2014/09/13,15:00:00,7.5,6.9
Costa,71,3,0,0,1,0,0,0,0,0,0,3,73,84,17,CHE,4 - 2,SWA,Home,4,FWD,6,Favourable,522,537,2014/09/13,15:00:00,10.5,10.6
Speroni,90,0,0,1,0,0,1,0,0,0,3,3,10,38,15,CRY,0 - 0,BUR,Home,4,GKP,2,Very favourable,104,25,2014/09/13,15:00:00,5,4.8
Ward,90,0,0,1,0,0,0,0,0,0,0,0,3,23,6,CRY,0 - 0,BUR,Home,4,DEF,2,Very favourable,106,0.04,2014/09/13,15:00:00,5,4.7
Delaney,90,0,0,1,0,0,0,0,0,0,0,1,6,26,7,CRY,0 - 0,BUR,Home,4,DEF,2,Very favourable,107,9,2014/09/13,15:00:00,5,4.9
Mariappa,90,0,0,1,0,0,0,0,0,0,0,0,8,20,6,CRY,0 - 0,BUR,Home,4,DEF,2,Very favourable,110,2,2014/09/13,15:00:00,4.5,4.2
Dann,90,0,0,1,0,0,0,0,0,0,0,0,10,22,6,CRY,0 - 0,BUR,Home,4,DEF,2,Very favourable,112,2,2014/09/13,15:00:00,5,4.9
Bolasie,22,0,0,0,0,0,0,0,0,0,0,0,6,6,1,CRY,0 - 0,BUR,Home,4,MID,2,Very favourable,114,3,2014/09/13,15:00:00,5.5,5.6
Jedinak,90,0,0,1,0,0,0,0,1,0,0,0,6,2,2,CRY,0 - 0,BUR,Home,4,MID,2,Very favourable,116,0.01,2014/09/13,15:00:00,5,5
Williams,16,0,0,0,0,0,0,0,0,0,0,0,-2,3,1,CRY,0 - 0,BUR,Home,4,MID,2,Very favourable,117,0,2014/09/13,15:00:00,5,4.8
Puncheon,90,0,0,1,0,0,0,0,1,0,0,0,14,15,2,CRY,0 - 0,BUR,Home,4,MID,2,Very favourable,119,36,2014/09/13,15:00:00,6,5.5
Zaha,68,0,0,1,0,0,0,0,0,0,0,0,15,10,3,CRY,0 - 0,BUR,Home,4,MID,2,Very favourable,280,15,2014/09/13,15:00:00,5.5,5.1
McArthur,90,0,0,1,0,0,0,0,0,0,0,0,4,15,3,CRY,0 - 0,BUR,Home,4,MID,2,Very favourable,598,0,2014/09/13,15:00:00,5.5,5.2
Gayle,74,0,0,1,0,0,0,0,0,0,0,0,8,3,2,CRY,0 - 0,BUR,Home,4,FWD,2,Very favourable,127,7,2014/09/13,15:00:00,5.5,4.5
Campbell,60,0,0,1,0,0,0,0,0,0,0,0,2,9,2,CRY,0 - 0,BUR,Home,4,FWD,2,Very favourable,536,0.02,2014/09/13,15:00:00,5.5,5
Doyle,30,0,0,0,0,0,0,0,0,0,0,0,2,2,1,CRY,0 - 0,BUR,Home,4,FWD,2,Very favourable,602,0,2014/09/13,15:00:00,5,4.6
Forster,90,0,0,1,0,0,0,0,0,0,4,0,17,24,7,SOU,4 - 0,NEW,Home,4,GKP,10,Favourable,560,25,2014/09/13,15:00:00,5,5.3
Bertrand,90,0,1,1,0,0,0,0,0,0,0,2,27,40,11,SOU,4 - 0,NEW,Home,4,DEF,10,Favourable,84,23,2014/09/13,15:00:00,5,5.8
Fonte,90,0,0,1,0,0,0,0,0,0,0,0,15,28,6,SOU,4 - 0,NEW,Home,4,DEF,10,Favourable,341,79,2014/09/13,15:00:00,5.5,5.8
Clyne,90,0,0,1,0,0,0,0,0,0,0,0,15,24,6,SOU,4 - 0,NEW,Home,4,DEF,10,Favourable,342,142,2014/09/13,15:00:00,5,5.9
Alderweireld,90,0,0,1,0,0,0,0,0,0,0,0,14,28,6,SOU,4 - 0,NEW,Home,4,DEF,10,Favourable,601,4,2014/09/13,15:00:00,5,4.7
Cork,90,1,0,1,0,0,0,0,0,0,0,0,0,34,8,SOU,4 - 0,NEW,Home,4,MID,10,Favourable,348,12,2014/09/13,15:00:00,4.5,4.3
Schneiderlin,90,1,0,1,0,0,0,0,0,0,0,1,37,36,9,SOU,4 - 0,NEW,Home,4,MID,10,Favourable,349,104,2014/09/13,15:00:00,5.5,5.5
Davis,90,0,0,1,0,0,0,0,0,0,0,0,18,12,3,SOU,4 - 0,NEW,Home,4,MID,10,Favourable,350,31,2014/09/13,15:00:00,5,4.7
Ward-Prowse,24,0,1,0,0,0,0,0,0,0,0,0,7,12,4,SOU,4 - 0,NEW,Home,4,MID,10,Favourable,351,25,2014/09/13,15:00:00,5,4.8
Wanyama,45,0,0,0,0,0,0,0,0,0,0,0,16,14,1,SOU,4 - 0,NEW,Home,4,MID,10,Favourable,353,24,2014/09/13,15:00:00,4.5,4.6
Tadic,66,0,1,1,0,0,0,0,0,0,0,0,24,17,6,SOU,4 - 0,NEW,Home,4,MID,10,Favourable,356,22,2014/09/13,15:00:00,7.5,7.4
Long,45,0,0,0,0,0,0,0,0,0,0,0,9,1,1,SOU,4 - 0,NEW,Home,4,FWD,10,Favourable,176,28,2014/09/13,15:00:00,6,5.4
Pellè,90,2,0,1,0,0,0,0,0,0,0,3,52,52,13,SOU,4 - 0,NEW,Home,4,FWD,10,Favourable,362,42,2014/09/13,15:00:00,7.5,7.5
Begovic,90,0,0,0,1,0,0,0,0,0,0,0,2,9,2,STK,0 - 1,LEI,Home,4,GKP,2,Very favourable,395,91,2014/09/13,15:00:00,5,4.8
Shawcross,90,0,0,0,1,0,0,0,0,0,0,0,0,17,2,STK,0 - 1,LEI,Home,4,DEF,2,Very favourable,398,0.14,2014/09/13,15:00:00,5.5,5.3
Wilson,90,0,0,0,1,0,0,0,0,0,0,0,7,17,2,STK,0 - 1,LEI,Home,4,DEF,2,Very favourable,400,17,2014/09/13,15:00:00,4.5,4.3
Pieters,83,0,0,0,1,0,0,0,1,0,0,0,3,8,1,STK,0 - 1,LEI,Home,4,DEF,2,Very favourable,402,0.02,2014/09/13,15:00:00,5,4.6
Muniesa,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,STK,0 - 1,LEI,Home,4,DEF,2,Very favourable,403,1,2014/09/13,15:00:00,4.5,4.2
Bardsley,90,0,0,0,1,0,0,0,0,0,0,0,7,8,2,STK,0 - 1,LEI,Home,4,DEF,2,Very favourable,404,7,2014/09/13,15:00:00,5,4.9
Moses,90,0,0,0,1,0,0,0,0,0,0,0,9,17,2,STK,0 - 1,LEI,Home,4,MID,2,Very favourable,99,2,2014/09/13,15:00:00,5.5,5
Assaidi,9,0,0,0,0,0,0,0,0,0,0,0,2,4,1,STK,0 - 1,LEI,Home,4,MID,2,Very favourable,224,1,2014/09/13,15:00:00,5,4.8
Whelan,90,0,0,0,1,0,0,0,1,0,0,0,11,15,1,STK,0 - 1,LEI,Home,4,MID,2,Very favourable,409,1,2014/09/13,15:00:00,5,4.9
Walters,81,0,0,0,1,0,0,0,0,0,0,0,10,9,2,STK,0 - 1,LEI,Home,4,MID,2,Very favourable,411,2,2014/09/13,15:00:00,5.5,5.1
N'Zonzi,90,0,0,0,1,0,0,0,0,0,0,0,8,13,2,STK,0 - 1,LEI,Home,4,MID,2,Very favourable,412,3,2014/09/13,15:00:00,5,4.9
Crouch,90,0,0,0,1,0,0,0,1,0,0,0,-12,-2,1,STK,0 - 1,LEI,Home,4,FWD,2,Very favourable,419,18,2014/09/13,15:00:00,6,5.6
Diouf,17,0,0,0,0,0,0,0,0,0,0,0,8,3,1,STK,0 - 1,LEI,Home,4,FWD,2,Very favourable,421,8,2014/09/13,15:00:00,6.5,6.1
Bojan,73,0,0,0,1,0,0,0,0,0,0,0,5,10,2,STK,0 - 1,LEI,Home,4,FWD,2,Very favourable,533,66,2014/09/13,15:00:00,5.5,4.9
Mannone,90,0,0,0,2,0,0,0,0,0,4,0,9,12,2,SUN,2 - 2,TOT,Home,4,GKP,19,Difficult,422,85,2014/09/13,15:00:00,4.5,4.1
O'Shea,90,0,0,0,2,0,0,0,0,0,0,0,8,7,1,SUN,2 - 2,TOT,Home,4,DEF,19,Difficult,424,66,2014/09/13,15:00:00,4.5,4.6
Brown,90,0,0,0,2,0,0,0,1,0,0,0,14,15,0,SUN,2 - 2,TOT,Home,4,DEF,19,Difficult,425,5,2014/09/13,15:00:00,4.5,4.3
van Aanholt,90,0,0,0,2,0,0,0,1,0,0,0,3,11,0,SUN,2 - 2,TOT,Home,4,DEF,19,Difficult,541,14,2014/09/13,15:00:00,4.5,4.1
Vergini,90,0,0,0,2,0,0,0,1,0,0,0,7,2,0,SUN,2 - 2,TOT,Home,4,DEF,19,Difficult,561,1,2014/09/13,15:00:00,4.5,4.5
Rodwell,79,0,0,0,2,0,0,0,0,0,0,0,9,12,2,SUN,2 - 2,TOT,Home,4,MID,19,Difficult,243,45,2014/09/13,15:00:00,5,4.7
Johnson,90,1,0,0,2,0,0,0,0,0,0,1,29,28,8,SUN,2 - 2,TOT,Home,4,MID,19,Difficult,429,41,2014/09/13,15:00:00,6.5,5.9
Cattermole,90,0,0,0,2,0,0,0,0,0,0,0,8,17,2,SUN,2 - 2,TOT,Home,4,MID,19,Difficult,430,54,2014/09/13,15:00:00,4.5,4.3
Larsson,64,0,1,0,2,0,0,0,0,0,0,0,12,15,5,SUN,2 - 2,TOT,Home,4,MID,19,Difficult,431,54,2014/09/13,15:00:00,5.5,5.3
Giaccherini,26,0,0,0,0,0,0,0,0,0,0,0,2,0,1,SUN,2 - 2,TOT,Home,4,MID,19,Difficult,434,0,2014/09/13,15:00:00,6,5.8
Gómez,11,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,SUN,2 - 2,TOT,Home,4,MID,19,Difficult,439,2,2014/09/13,15:00:00,5.5,5.1
Buckley,26,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,SUN,2 - 2,TOT,Home,4,MID,19,Difficult,568,1,2014/09/13,15:00:00,5.5,5
Álvarez,64,0,0,0,2,0,0,0,0,0,0,0,6,7,2,SUN,2 - 2,TOT,Home,4,MID,19,Difficult,596,0,2014/09/13,15:00:00,6,5.7
Wickham,90,0,0,0,2,0,0,0,1,0,0,0,9,0,1,SUN,2 - 2,TOT,Home,4,FWD,19,Difficult,440,14,2014/09/13,15:00:00,6,5.6
Foster,90,0,0,0,2,0,0,0,0,0,2,0,5,7,1,WBA,0 - 2,EVE,Home,4,GKP,18,Difficult,477,36,2014/09/13,15:00:00,4.5,4.5
Wisdom,90,0,0,0,2,0,0,0,1,0,0,0,6,8,0,WBA,0 - 2,EVE,Home,4,DEF,18,Difficult,207,114,2014/09/13,15:00:00,4,4
Olsson,90,0,0,0,2,0,0,0,0,0,0,0,5,12,1,WBA,0 - 2,EVE,Home,4,DEF,18,Difficult,478,3,2014/09/13,15:00:00,5,4.6
Dawson,90,0,0,0,2,0,0,0,0,0,0,0,9,18,1,WBA,0 - 2,EVE,Home,4,DEF,18,Difficult,480,2,2014/09/13,15:00:00,4.5,4.5
Pocognoli,76,0,0,0,2,0,0,0,0,0,0,0,11,9,1,WBA,0 - 2,EVE,Home,4,DEF,18,Difficult,485,1,2014/09/13,15:00:00,4.5,4.1
Gamboa,14,0,0,0,0,0,0,0,0,0,0,0,3,5,1,WBA,0 - 2,EVE,Home,4,DEF,18,Difficult,554,1,2014/09/13,15:00:00,4.5,4.1
Dorrans,90,0,0,0,2,0,0,0,0,0,0,0,2,9,2,WBA,0 - 2,EVE,Home,4,MID,18,Difficult,488,1,2014/09/13,15:00:00,5,4.7
Gardner,90,0,0,0,2,0,0,0,1,0,0,0,5,11,1,WBA,0 - 2,EVE,Home,4,MID,18,Difficult,489,2,2014/09/13,15:00:00,5.5,5.5
Morrison,90,0,0,0,2,0,0,0,0,0,0,0,6,17,2,WBA,0 - 2,EVE,Home,4,MID,18,Difficult,490,0,2014/09/13,15:00:00,5.5,5.5
Brunt,69,0,0,0,2,0,0,0,0,0,0,0,-1,9,2,WBA,0 - 2,EVE,Home,4,MID,18,Difficult,492,1,2014/09/13,15:00:00,5.5,5.2
Blanco,21,0,0,0,0,0,0,0,0,0,0,0,1,3,1,WBA,0 - 2,EVE,Home,4,MID,18,Difficult,605,0,2014/09/13,15:00:00,5.5,5.2
Berahino,90,0,0,0,2,0,0,0,0,0,0,0,11,8,2,WBA,0 - 2,EVE,Home,4,FWD,18,Difficult,496,61,2014/09/13,15:00:00,5.5,5.6
Ideye,69,0,0,0,2,0,0,0,0,0,0,0,3,2,2,WBA,0 - 2,EVE,Home,4,FWD,18,Difficult,531,1,2014/09/13,15:00:00,6,4.8
Samaras,21,0,0,0,0,0,0,0,0,0,0,0,7,1,1,WBA,0 - 2,EVE,Home,4,FWD,18,Difficult,586,0,2014/09/13,15:00:00,5,4.7
Mignolet,90,0,0,0,1,0,0,0,0,0,0,0,2,8,2,LIV,0 - 1,AVL,Home,4,GKP,6,Favourable,200,64,2014/09/13,17:30:00,5.5,5.4
Sakho,90,0,0,0,1,0,0,0,0,0,0,0,12,20,2,LIV,0 - 1,AVL,Home,4,DEF,6,Favourable,211,8,2014/09/13,17:30:00,5.5,5.1
Lovren,90,0,0,0,1,0,0,0,0,0,0,0,4,14,2,LIV,0 - 1,AVL,Home,4,DEF,6,Favourable,344,271,2014/09/13,17:30:00,5.5,4.9
Manquillo,90,0,0,0,1,0,0,0,0,0,0,1,14,22,3,LIV,0 - 1,AVL,Home,4,DEF,6,Favourable,550,7,2014/09/13,17:30:00,5,4.4
Moreno,90,0,0,0,1,0,0,0,1,0,0,0,4,12,1,LIV,0 - 1,AVL,Home,4,DEF,6,Favourable,579,58,2014/09/13,17:30:00,5.5,5.1
Gerrard,90,0,0,0,1,0,0,0,0,0,0,0,6,17,2,LIV,0 - 1,AVL,Home,4,MID,6,Favourable,214,56,2014/09/13,17:30:00,9,8.6
Henderson,90,0,0,0,1,0,0,0,0,0,0,0,6,17,2,LIV,0 - 1,AVL,Home,4,MID,6,Favourable,216,146,2014/09/13,17:30:00,6,6.6
Sterling,30,0,0,0,0,0,0,0,0,0,0,0,-5,3,1,LIV,0 - 1,AVL,Home,4,MID,6,Favourable,217,468,2014/09/13,17:30:00,8.5,8.3
Coutinho,90,0,0,0,1,0,0,0,0,0,0,0,-1,10,2,LIV,0 - 1,AVL,Home,4,MID,6,Favourable,219,49,2014/09/13,17:30:00,8,7.9
Lallana,60,0,0,0,1,0,0,0,1,0,0,0,-2,3,1,LIV,0 - 1,AVL,Home,4,MID,6,Favourable,226,6,2014/09/13,17:30:00,8.5,8.3
Markovic,70,0,0,0,1,0,0,0,0,0,0,0,-2,9,2,LIV,0 - 1,AVL,Home,4,MID,6,Favourable,524,3,2014/09/13,17:30:00,7.5,7
Lambert,20,0,0,0,0,0,0,0,0,0,0,0,1,1,1,LIV,0 - 1,AVL,Home,4,FWD,6,Favourable,229,35,2014/09/13,17:30:00,7.5,6.8
Borini,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,LIV,0 - 1,AVL,Home,4,FWD,6,Favourable,230,3,2014/09/13,17:30:00,6.5,6
Balotelli,70,0,0,0,1,0,0,0,0,0,0,0,-1,3,2,LIV,0 - 1,AVL,Home,4,FWD,6,Favourable,587,72,2014/09/13,17:30:00,10,9.2
Green,90,0,0,0,4,0,0,0,0,0,5,0,6,15,1,QPR,0 - 4,MUN,Away,4,GKP,31,Very difficult,318,21,2014/09/14,16:00:00,4.5,4.5
Hill,45,0,0,0,3,0,0,0,0,0,0,0,2,4,0,QPR,0 - 4,MUN,Away,4,DEF,31,Very difficult,321,1,2014/09/14,16:00:00,4.5,4.2
Ferdinand,90,0,0,0,4,0,0,0,0,0,0,0,5,15,0,QPR,0 - 4,MUN,Away,4,DEF,31,Very difficult,529,54,2014/09/14,16:00:00,4.5,4.2
Caulker,90,0,0,0,4,0,0,0,0,0,0,0,-1,13,0,QPR,0 - 4,MUN,Away,4,DEF,31,Very difficult,534,94,2014/09/14,16:00:00,5,4.6
Isla,90,0,0,0,4,0,0,0,0,0,0,0,3,14,0,QPR,0 - 4,MUN,Away,4,DEF,31,Very difficult,557,5,2014/09/14,16:00:00,5,4.6
Traore,45,0,0,0,1,0,0,0,0,0,0,0,3,8,1,QPR,0 - 4,MUN,Away,4,MID,31,Very difficult,325,5,2014/09/14,16:00:00,4.5,4.3
Henry,17,0,0,0,0,0,0,0,0,0,0,0,1,2,1,QPR,0 - 4,MUN,Away,4,MID,31,Very difficult,327,1,2014/09/14,16:00:00,4.5,4.4
Hoilett,90,0,0,0,4,0,0,0,0,0,0,0,3,1,2,QPR,0 - 4,MUN,Away,4,MID,31,Very difficult,331,3,2014/09/14,16:00:00,5,4.3
Phillips,90,0,0,0,4,0,0,0,0,0,0,0,10,4,2,QPR,0 - 4,MUN,Away,4,MID,31,Very difficult,333,1,2014/09/14,16:00:00,5,4.6
Sandro,73,0,0,0,4,0,0,0,0,0,0,0,5,10,2,QPR,0 - 4,MUN,Away,4,MID,31,Very difficult,377,2,2014/09/14,16:00:00,5,4.8
Fer,90,0,0,0,4,0,0,0,0,0,0,0,5,11,2,QPR,0 - 4,MUN,Away,4,MID,31,Very difficult,583,1,2014/09/14,16:00:00,5.5,5.2
Kranjcar,90,0,0,0,4,0,0,0,0,0,0,0,2,5,2,QPR,0 - 4,MUN,Away,4,MID,31,Very difficult,600,0,2014/09/14,16:00:00,5,4.3
Austin,58,0,0,0,4,0,0,0,0,0,0,0,2,4,1,QPR,0 - 4,MUN,Away,4,FWD,31,Very difficult,337,7,2014/09/14,16:00:00,6,6.1
Vargas,32,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,QPR,0 - 4,MUN,Away,4,FWD,31,Very difficult,585,0,2014/09/14,16:00:00,6.5,6.1
De Gea,90,0,0,1,0,0,0,0,0,0,1,0,13,20,6,MUN,4 - 0,QPR,Home,4,GKP,1,Very favourable,257,151,2014/09/14,16:00:00,5.5,5.8
Rafael,66,0,0,1,0,0,0,0,0,0,0,0,14,27,6,MUN,4 - 0,QPR,Home,4,DEF,1,Very favourable,261,7,2014/09/14,16:00:00,5.5,5.1
Evans,90,0,0,1,0,0,0,0,0,0,0,0,26,31,6,MUN,4 - 0,QPR,Home,4,DEF,1,Very favourable,263,8,2014/09/14,16:00:00,5.5,5
Blackett,90,0,0,1,0,0,0,0,0,0,0,0,15,29,6,MUN,4 - 0,QPR,Home,4,DEF,1,Very favourable,566,18,2014/09/14,16:00:00,4.5,3.9
Rojo,90,0,0,1,0,0,0,0,0,0,0,0,19,29,6,MUN,4 - 0,QPR,Home,4,DEF,1,Very favourable,582,14,2014/09/14,16:00:00,6,5.7
Mata,66,1,0,1,0,0,0,0,0,0,0,0,25,33,8,MUN,4 - 0,QPR,Home,4,MID,1,Very favourable,267,128,2014/09/14,16:00:00,9,8.5
Valencia,24,0,0,0,0,0,0,0,0,0,0,0,4,4,1,MUN,4 - 0,QPR,Home,4,MID,1,Very favourable,269,8,2014/09/14,16:00:00,6,5.7
Januzaj,9,0,0,0,0,0,0,0,0,0,0,0,3,-1,1,MUN,4 - 0,QPR,Home,4,MID,1,Very favourable,279,19,2014/09/14,16:00:00,6.5,6.1
Herrera,90,1,1,1,0,0,0,0,0,0,0,2,43,45,13,MUN,4 - 0,QPR,Home,4,MID,1,Very favourable,281,35,2014/09/14,16:00:00,7.5,7.2
Di María,81,1,1,1,0,0,0,0,0,0,0,3,39,56,14,MUN,4 - 0,QPR,Home,4,MID,1,Very favourable,588,156,2014/09/14,16:00:00,9.5,9.4
Blind,90,0,0,1,0,0,0,0,0,0,0,0,21,19,3,MUN,4 - 0,QPR,Home,4,MID,1,Very favourable,597,11,2014/09/14,16:00:00,5.5,4.9
van Persie,90,0,0,1,0,0,0,0,1,0,0,0,14,13,1,MUN,4 - 0,QPR,Home,4,FWD,1,Very favourable,282,22,2014/09/14,16:00:00,12.5,12
Rooney,90,1,1,1,0,0,0,0,0,0,0,1,42,40,10,MUN,4 - 0,QPR,Home,4,FWD,1,Very favourable,284,356,2014/09/14,16:00:00,10.5,10.6
Falcao,24,0,0,0,0,0,0,0,0,0,0,0,9,1,1,MUN,4 - 0,QPR,Home,4,FWD,1,Very favourable,603,97,2014/09/14,16:00:00,11,10.3
Adrián,90,0,0,0,2,0,0,0,0,0,4,0,10,13,2,WHU,2 - 2,HUL,Away,4,GKP,10,Favourable,498,6,2014/09/15,20:00:00,5,5.2
Jenkinson,15,0,0,0,0,0,0,0,0,0,0,0,1,4,1,WHU,2 - 2,HUL,Away,4,DEF,10,Favourable,5,1,2014/09/15,20:00:00,5,5
Reid,90,0,0,0,2,0,0,0,1,0,0,0,5,12,0,WHU,2 - 2,HUL,Away,4,DEF,10,Favourable,501,7,2014/09/15,20:00:00,5,4.8
Demel,75,0,0,0,2,0,0,0,0,0,0,0,11,13,1,WHU,2 - 2,HUL,Away,4,DEF,10,Favourable,502,4,2014/09/15,20:00:00,5,4.7
Tomkins,90,0,0,0,2,0,0,0,0,0,0,0,-2,13,1,WHU,2 - 2,HUL,Away,4,DEF,10,Favourable,504,2,2014/09/15,20:00:00,5,4.6
Cresswell,90,0,0,0,2,0,0,0,0,0,0,0,13,5,1,WHU,2 - 2,HUL,Away,4,DEF,10,Favourable,506,3,2014/09/15,20:00:00,5.5,5.6
Downing,90,0,1,0,2,0,0,0,0,0,0,3,23,32,8,WHU,2 - 2,HUL,Away,4,MID,10,Favourable,507,19,2014/09/15,20:00:00,5.5,5.9
Noble,90,0,0,0,2,0,0,0,0,0,0,0,8,15,2,WHU,2 - 2,HUL,Away,4,MID,10,Favourable,508,32,2014/09/15,20:00:00,5.5,5.3
Kouyaté,90,0,0,0,2,0,0,0,0,0,0,0,8,10,2,WHU,2 - 2,HUL,Away,4,MID,10,Favourable,514,3,2014/09/15,20:00:00,5,4.9
Song,29,0,0,0,1,0,0,0,0,0,0,0,4,6,1,WHU,2 - 2,HUL,Away,4,MID,10,Favourable,593,1,2014/09/15,20:00:00,5,4.8
Amalfitano,4,0,0,0,0,0,0,0,0,0,0,0,1,3,1,WHU,2 - 2,HUL,Away,4,MID,10,Favourable,599,0,2014/09/15,20:00:00,5,4.9
Zárate,61,0,0,0,1,0,0,0,0,0,0,0,7,6,2,WHU,2 - 2,HUL,Away,4,FWD,10,Favourable,521,13,2014/09/15,20:00:00,6.5,6.1
Valencia,90,1,0,0,2,0,0,0,0,0,0,2,34,26,8,WHU,2 - 2,HUL,Away,4,FWD,10,Favourable,530,3,2014/09/15,20:00:00,7,6.3
Sakho,86,0,1,0,2,0,0,0,0,0,0,0,19,17,5,WHU,2 - 2,HUL,Away,4,FWD,10,Favourable,570,1,2014/09/15,20:00:00,5.5,5.2
McGregor,90,0,0,0,2,0,0,0,0,0,3,0,9,11,2,HUL,2 - 2,WHU,Home,4,GKP,5,Favourable,155,57,2014/09/15,20:00:00,5,4.7
Davies,90,0,0,0,2,1,0,0,0,0,0,0,13,10,-1,HUL,2 - 2,WHU,Home,4,DEF,5,Favourable,163,37,2014/09/15,20:00:00,5,4.7
Dawson,90,0,0,0,2,0,0,0,0,0,0,0,25,16,1,HUL,2 - 2,WHU,Home,4,DEF,5,Favourable,365,29,2014/09/15,20:00:00,5,4.6
Robertson,90,0,0,0,2,0,0,0,1,0,0,0,11,13,0,HUL,2 - 2,WHU,Home,4,DEF,5,Favourable,545,8,2014/09/15,20:00:00,4.5,4.2
Quinn,57,0,0,0,1,0,0,0,0,0,0,0,5,9,1,HUL,2 - 2,WHU,Home,4,MID,5,Favourable,164,14,2014/09/15,20:00:00,4.5,4.4
Brady,33,0,0,0,1,0,0,0,0,0,0,0,16,2,1,HUL,2 - 2,WHU,Home,4,MID,5,Favourable,165,2,2014/09/15,20:00:00,5,4.4
Elmohamady,90,0,1,0,2,0,0,0,0,0,0,1,18,25,6,HUL,2 - 2,WHU,Home,4,MID,5,Favourable,167,11,2014/09/15,20:00:00,5,5
Huddlestone,90,0,0,0,2,0,0,0,1,0,0,0,7,16,1,HUL,2 - 2,WHU,Home,4,MID,5,Favourable,169,26,2014/09/15,20:00:00,5.5,5.3
Livermore,90,0,0,0,2,0,0,0,1,0,0,0,7,13,1,HUL,2 - 2,WHU,Home,4,MID,5,Favourable,170,9,2014/09/15,20:00:00,5.5,5.1
Ben Arfa,12,0,0,0,0,0,0,0,0,0,0,0,2,2,1,HUL,2 - 2,WHU,Home,4,MID,5,Favourable,302,11,2014/09/15,20:00:00,6,5.5
Ramírez,12,0,0,0,0,0,0,0,0,0,0,0,1,4,1,HUL,2 - 2,WHU,Home,4,MID,5,Favourable,352,2,2014/09/15,20:00:00,5.5,5.4
Diamé,78,1,0,0,2,0,0,0,0,0,0,1,24,25,8,HUL,2 - 2,WHU,Home,4,MID,5,Favourable,511,2,2014/09/15,20:00:00,5.5,5.1
Jelavic,90,0,0,0,2,0,0,0,0,0,0,0,1,4,2,HUL,2 - 2,WHU,Home,4,FWD,5,Favourable,174,32,2014/09/15,20:00:00,6,5.6
Hernández,78,1,0,0,2,0,0,0,0,0,0,1,34,25,7,HUL,2 - 2,WHU,Home,4,FWD,5,Favourable,594,1,2014/09/15,20:00:00,7,6.3
Begovic,90,0,0,0,2,0,0,0,0,0,3,0,9,12,2,STK,2 - 2,QPR,Away,5,GKP,6,Favourable,395,89,2014/09/20,12:45:00,5,4.8
Shawcross,90,0,0,0,2,0,0,0,1,0,0,0,11,6,0,STK,2 - 2,QPR,Away,5,DEF,6,Favourable,398,149,2014/09/20,12:45:00,5.5,5.3
Wilson,90,0,0,0,2,0,0,0,0,0,0,0,9,10,1,STK,2 - 2,QPR,Away,5,DEF,6,Favourable,400,18,2014/09/20,12:45:00,4.5,4.3
Pieters,90,0,0,0,2,0,0,0,1,0,0,0,15,7,0,STK,2 - 2,QPR,Away,5,DEF,6,Favourable,402,0.02,2014/09/20,12:45:00,5,4.6
Bardsley,90,0,0,0,2,0,0,0,0,0,0,0,6,13,1,STK,2 - 2,QPR,Away,5,DEF,6,Favourable,404,7,2014/09/20,12:45:00,5,4.9
Moses,78,0,1,0,1,0,0,0,0,0,0,0,25,21,5,STK,2 - 2,QPR,Away,5,MID,6,Favourable,99,2,2014/09/20,12:45:00,5.5,5
Adam,69,0,0,0,1,0,0,0,0,0,0,0,5,13,2,STK,2 - 2,QPR,Away,5,MID,6,Favourable,408,7,2014/09/20,12:45:00,6,5.4
Whelan,90,0,0,0,2,0,0,0,0,0,0,0,13,17,2,STK,2 - 2,QPR,Away,5,MID,6,Favourable,409,1,2014/09/20,12:45:00,5,4.9
N'Zonzi,90,0,0,0,2,0,0,0,0,0,0,0,3,8,2,STK,2 - 2,QPR,Away,5,MID,6,Favourable,412,2,2014/09/20,12:45:00,5,4.9
Sidwell,21,0,0,0,1,0,0,0,1,0,0,0,1,-2,0,STK,2 - 2,QPR,Away,5,MID,6,Favourable,416,25,2014/09/20,12:45:00,5.5,5
