Name,MP ,GS ,A ,CS ,GC ,OG ,PS ,PM ,YC ,RC ,S ,B ,ESP ,BPS ,TP ,fpl_base.Team,Score,Opponent,H/A,GW,Pos,Difficulty rank,Difficulty desc,PID,B (PPI),B +/-,Own%
Cissé,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NEW,2 - 3,EVE,Away,6,FWD,22,Difficult,294,0,,0.013
Gouffran,90,0,1,0,3,0,0,0,0,0,0,0,4,7,5,NEW,2 - 3,EVE,Away,6,FWD,22,Difficult,296,0,,2
Remy,90,1,0,0,3,0,0,0,0,0,0,2,17,9,8,NEW,2 - 3,EVE,Away,6,FWD,22,Difficult,529,0,2,31
Hart,90,0,0,0,1,0,0,0,0,0,3,0,15,4,3,MCI,3 - 1,EVE,Home,7,GKP,18,Difficult,217,0,,99
Kolarov,57,0,0,0,1,0,0,0,0,0,0,0,2,1,1,MCI,3 - 1,EVE,Home,7,DEF,18,Difficult,220,0,,0.013
Zabaleta,90,0,0,0,1,0,0,0,1,0,0,0,18,3,1,MCI,3 - 1,EVE,Home,7,DEF,18,Difficult,222,0,,323
Lescott,90,0,0,0,1,0,0,0,0,0,0,0,17,4,2,MCI,3 - 1,EVE,Home,7,DEF,18,Difficult,223,0,,25
Kompany,33,0,0,0,1,0,0,0,1,0,0,0,4,0,0,MCI,3 - 1,EVE,Home,7,DEF,18,Difficult,224,0,,47
Clichy,33,0,0,0,0,0,0,0,0,0,0,0,6,1,1,MCI,3 - 1,EVE,Home,7,DEF,18,Difficult,225,0,,28
Nastasic,57,0,0,0,0,0,0,0,0,0,0,0,8,1,1,MCI,3 - 1,EVE,Home,7,DEF,18,Difficult,228,0,,12
Nasri,12,0,0,0,0,0,0,0,0,0,0,0,10,1,1,MCI,3 - 1,EVE,Home,7,MID,18,Difficult,230,0,,23
Silva,90,0,1,0,1,0,0,0,1,0,0,0,26,8,4,MCI,3 - 1,EVE,Home,7,MID,18,Difficult,231,0,,49
Yaya Touré,90,0,1,0,1,0,0,0,0,0,0,2,26,10,7,MCI,3 - 1,EVE,Home,7,MID,18,Difficult,232,0,2,0.357
Milner,90,0,0,0,1,0,0,0,1,0,0,0,16,0,1,MCI,3 - 1,EVE,Home,7,MID,18,Difficult,234,0,,7
Fernandinho,90,0,0,0,1,0,0,0,1,0,0,0,15,2,1,MCI,3 - 1,EVE,Home,7,MID,18,Difficult,239,0,,7
Agüero,78,1,1,0,1,0,0,1,0,0,0,0,30,7,7,MCI,3 - 1,EVE,Home,7,FWD,18,Difficult,241,2,-2,95
Negredo,90,1,0,0,1,0,0,0,0,0,0,3,42,11,9,MCI,3 - 1,EVE,Home,7,FWD,18,Difficult,502,3,0,0.038
Howard,90,0,0,0,3,1,1,0,1,0,4,0,5,5,4,EVE,1 - 3,MCI,Away,7,GKP,32,Extremely difficult,121,0,,33
Jagielka,90,0,1,0,3,0,0,0,0,0,0,2,10,10,6,EVE,1 - 3,MCI,Away,7,DEF,32,Extremely difficult,125,0,2,154
Baines,90,0,0,0,3,0,0,0,0,0,0,0,4,4,1,EVE,1 - 3,MCI,Away,7,DEF,32,Extremely difficult,127,0,,277
Distin,90,0,0,0,3,0,0,0,1,0,0,0,9,5,0,EVE,1 - 3,MCI,Away,7,DEF,32,Extremely difficult,128,0,,0.053
Coleman,90,0,0,0,3,0,0,0,1,0,0,0,8,2,0,EVE,1 - 3,MCI,Away,7,DEF,32,Extremely difficult,130,0,,0.289
Osman,62,0,0,0,2,0,0,0,0,0,0,0,7,3,2,EVE,1 - 3,MCI,Away,7,MID,32,Extremely difficult,132,0,,14
Gibson,28,0,0,0,1,0,0,0,0,0,0,0,2,1,1,EVE,1 - 3,MCI,Away,7,MID,32,Extremely difficult,134,0,,2
Barkley,90,0,0,0,3,0,0,0,0,0,0,0,6,5,2,EVE,1 - 3,MCI,Away,7,MID,32,Extremely difficult,135,0,,342
Mirallas,62,0,0,0,2,0,0,0,0,0,0,0,-1,1,2,EVE,1 - 3,MCI,Away,7,MID,32,Extremely difficult,138,0,,29
McCarthy,90,0,0,0,3,0,0,0,0,0,0,0,5,5,2,EVE,1 - 3,MCI,Away,7,MID,32,Extremely difficult,577,0,,2
Lukaku,81,1,0,0,3,0,0,0,0,0,0,0,30,8,6,EVE,1 - 3,MCI,Away,7,FWD,32,Extremely difficult,101,2,-2,183
Naismith,90,0,0,0,3,0,0,0,1,0,0,0,7,2,1,EVE,1 - 3,MCI,Away,7,FWD,32,Extremely difficult,143,0,,0.018
Koné,9,0,0,0,0,0,0,0,0,0,0,0,7,1,1,EVE,1 - 3,MCI,Away,7,FWD,32,Extremely difficult,144,0,,0.018
Deulofeu,28,0,0,0,1,0,0,0,0,0,0,0,2,1,1,EVE,1 - 3,MCI,Away,7,FWD,32,Extremely difficult,145,0,,5
Krul,90,0,0,0,1,0,0,0,0,0,1,0,14,2,2,NEW,2 - 1,CAR,Away,7,GKP,7,Favourable,268,0,,28
Williamson,90,0,0,0,1,0,0,0,0,0,0,0,14,5,2,NEW,2 - 1,CAR,Away,7,DEF,7,Favourable,271,0,,1
Coloccini,90,0,0,0,1,0,0,0,0,0,0,0,14,4,2,NEW,2 - 1,CAR,Away,7,DEF,7,Favourable,273,0,,0.037
Santon,90,0,0,0,1,0,0,0,0,0,0,0,15,2,2,NEW,2 - 1,CAR,Away,7,DEF,7,Favourable,275,0,,0.011
Debuchy,90,0,0,0,1,0,0,0,0,0,0,0,13,2,2,NEW,2 - 1,CAR,Away,7,DEF,7,Favourable,277,0,,8
Tiote,90,0,0,0,1,0,0,0,0,0,0,0,12,3,2,NEW,2 - 1,CAR,Away,7,MID,7,Favourable,281,0,,16
Ben Arfa,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NEW,2 - 1,CAR,Away,7,MID,7,Favourable,282,0,,193
Gutiérrez,20,0,0,0,0,0,0,0,0,0,0,0,-1,2,1,NEW,2 - 1,CAR,Away,7,MID,7,Favourable,286,0,,1
Cabaye,85,0,0,0,1,0,0,0,0,0,0,0,23,3,2,NEW,2 - 1,CAR,Away,7,MID,7,Favourable,287,0,,27
Sissoko,90,0,1,0,1,0,0,0,0,0,0,0,37,4,5,NEW,2 - 1,CAR,Away,7,MID,7,Favourable,291,2,-2,0.009
Cissé,90,0,1,0,1,0,0,0,0,0,0,0,30,2,5,NEW,2 - 1,CAR,Away,7,FWD,7,Favourable,294,1,-1,0.011
Gouffran,90,0,0,0,1,0,0,0,0,0,0,0,10,3,2,NEW,2 - 1,CAR,Away,7,FWD,7,Favourable,296,0,,2
Remy,70,2,0,0,1,0,0,0,0,0,0,3,66,20,13,NEW,2 - 1,CAR,Away,7,FWD,7,Favourable,529,3,0,48
Begovic,90,0,0,0,1,0,0,0,0,0,1,0,3,2,2,STK,0 - 1,FUL,Away,7,GKP,11,Average,345,0,,94
Shawcross,90,0,0,0,1,0,0,0,0,0,0,0,7,2,2,STK,0 - 1,FUL,Away,7,DEF,11,Average,348,0,,115
Huth,90,0,0,0,1,0,0,0,0,0,0,0,8,1,2,STK,0 - 1,FUL,Away,7,DEF,11,Average,349,0,,25
Wilson,58,0,0,0,0,0,0,0,0,0,0,0,3,3,1,STK,0 - 1,FUL,Away,7,DEF,11,Average,350,0,,25
Cameron,90,0,0,0,1,0,0,0,0,0,0,0,3,3,2,STK,0 - 1,FUL,Away,7,DEF,11,Average,351,0,,5
Pieters,90,0,0,0,1,0,0,0,0,0,0,0,1,5,2,STK,0 - 1,FUL,Away,7,DEF,11,Average,352,0,,4
Ireland,90,0,0,0,1,0,0,0,0,0,0,0,1,4,2,STK,0 - 1,FUL,Away,7,MID,11,Average,39,0,,2
Assaidi,28,0,0,0,1,0,0,0,0,0,0,0,4,3,1,STK,0 - 1,FUL,Away,7,MID,11,Average,208,0,,1
Etherington,62,0,0,1,0,0,0,0,0,0,0,0,5,3,3,STK,0 - 1,FUL,Away,7,MID,11,Average,355,0,,1
Whelan,32,0,0,0,1,0,0,0,1,0,0,0,5,0,0,STK,0 - 1,FUL,Away,7,MID,11,Average,356,0,,1
Walters,83,0,0,0,1,0,0,0,1,0,0,0,9,1,1,STK,0 - 1,FUL,Away,7,MID,11,Average,359,0,,19
N'Zonzi,90,0,0,0,1,0,0,0,0,0,0,0,6,5,2,STK,0 - 1,FUL,Away,7,MID,11,Average,362,0,,5
Arnautovic,90,0,0,0,1,0,0,0,0,0,0,0,6,1,2,STK,0 - 1,FUL,Away,7,MID,11,Average,576,0,,4
Crouch,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,STK,0 - 1,FUL,Away,7,FWD,11,Average,365,0,,19
Guzan,90,0,0,1,0,0,0,0,0,0,1,1,7,7,7,AVL,0 - 0,HUL,Away,7,GKP,7,Favourable,26,0,1,32
Clark,90,0,0,1,0,0,0,0,0,0,0,3,0,12,9,AVL,0 - 0,HUL,Away,7,DEF,7,Favourable,28,0,3,0.013
Vlaar,90,0,0,1,0,0,0,0,0,0,0,2,6,9,8,AVL,0 - 0,HUL,Away,7,DEF,7,Favourable,31,0,2,19
Luna,90,0,0,1,0,0,0,0,0,0,0,0,12,6,6,AVL,0 - 0,HUL,Away,7,DEF,7,Favourable,34,0,,12
Delph,90,0,0,1,0,0,0,0,0,0,0,0,13,5,3,AVL,0 - 0,HUL,Away,7,MID,7,Favourable,37,0,,0.015
El Ahmadi,90,0,0,1,0,0,0,0,0,0,0,0,22,5,3,AVL,0 - 0,HUL,Away,7,MID,7,Favourable,43,3,-3,0.01
Westwood,73,0,0,1,0,0,0,0,1,0,0,0,6,2,2,AVL,0 - 0,HUL,Away,7,MID,7,Favourable,44,0,,5
Bacuna,90,0,0,1,0,0,0,0,0,0,0,0,11,4,3,AVL,0 - 0,HUL,Away,7,MID,7,Favourable,46,0,,0.009
Tonev,17,0,0,0,0,0,0,0,0,0,0,0,2,1,1,AVL,0 - 0,HUL,Away,7,MID,7,Favourable,47,0,,2
Agbonlahor,74,0,0,1,0,0,0,0,0,0,0,0,8,2,2,AVL,0 - 0,HUL,Away,7,FWD,7,Favourable,50,0,,17
Weimann,90,0,0,1,0,0,0,0,0,0,0,0,10,3,2,AVL,0 - 0,HUL,Away,7,FWD,7,Favourable,51,0,,32
Bowery,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,AVL,0 - 0,HUL,Away,7,FWD,7,Favourable,52,0,,2
Kozák,90,0,0,1,0,0,0,0,0,0,0,0,2,1,2,AVL,0 - 0,HUL,Away,7,FWD,7,Favourable,574,0,,1
Speroni,90,0,0,0,3,0,0,0,0,0,4,0,7,4,2,CRY,1 - 3,LIV,Away,7,GKP,28,Very difficult,102,0,,14
Ward,90,0,0,0,3,0,0,0,0,0,0,0,4,6,1,CRY,1 - 3,LIV,Away,7,DEF,28,Very difficult,104,0,,16
Moxey,90,0,0,0,3,0,0,0,0,0,0,0,3,2,1,CRY,1 - 3,LIV,Away,7,DEF,28,Very difficult,106,0,,7
Delaney,90,0,0,0,3,0,0,0,0,0,0,0,9,4,1,CRY,1 - 3,LIV,Away,7,DEF,28,Very difficult,107,0,,2
Mariappa,90,0,0,0,3,0,0,0,0,0,0,0,3,4,1,CRY,1 - 3,LIV,Away,7,DEF,28,Very difficult,575,0,,1
Bolasie,23,0,0,0,0,0,0,0,0,0,0,0,2,0,1,CRY,1 - 3,LIV,Away,7,MID,28,Very difficult,111,0,,1
Jedinak,90,0,0,0,3,0,0,0,0,0,0,0,0,6,2,CRY,1 - 3,LIV,Away,7,MID,28,Very difficult,114,0,,7
Puncheon,90,0,0,0,3,0,0,0,0,0,0,0,4,3,2,CRY,1 - 3,LIV,Away,7,MID,28,Very difficult,335,0,,16
Campaña,46,0,1,0,0,0,0,0,0,0,0,0,12,6,4,CRY,1 - 3,LIV,Away,7,MID,28,Very difficult,510,0,,2
O'Keefe,90,0,0,0,3,0,0,0,1,0,0,0,4,2,1,CRY,1 - 3,LIV,Away,7,MID,28,Very difficult,546,0,,1
Kébé,44,0,0,0,3,0,0,0,0,0,0,0,9,0,1,CRY,1 - 3,LIV,Away,7,MID,28,Very difficult,567,0,,0
Chamakh,67,0,0,0,3,0,0,0,0,0,0,0,5,4,2,CRY,1 - 3,LIV,Away,7,FWD,28,Very difficult,23,0,,34
Gayle,46,1,0,0,0,0,0,0,0,0,0,0,17,9,5,CRY,1 - 3,LIV,Away,7,FWD,28,Very difficult,120,0,,24
Jerome,44,0,0,0,3,0,0,0,0,0,0,0,-2,1,1,CRY,1 - 3,LIV,Away,7,FWD,28,Very difficult,366,0,,2
De Gea,90,0,0,0,1,0,0,0,0,0,1,0,13,2,2,MUN,2 - 1,SUN,Away,7,GKP,9,Average,242,0,,109
Smalling,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,MUN,2 - 1,SUN,Away,7,DEF,9,Average,244,0,,4
Jones,90,0,0,0,1,0,0,0,0,0,0,1,18,7,3,MUN,2 - 1,SUN,Away,7,DEF,9,Average,245,0,1,0.018
Rafael,85,0,0,0,1,0,0,0,1,0,0,0,20,2,1,MUN,2 - 1,SUN,Away,7,DEF,9,Average,246,0,,5
Vidic,90,0,0,0,1,0,0,0,1,0,0,0,13,4,1,MUN,2 - 1,SUN,Away,7,DEF,9,Average,247,0,,0.089
Evra,90,0,1,0,1,0,0,0,0,0,0,2,27,8,7,MUN,2 - 1,SUN,Away,7,DEF,9,Average,249,2,0,0.102
Valencia,14,0,0,0,0,0,0,0,0,0,0,0,3,2,1,MUN,2 - 1,SUN,Away,7,MID,9,Average,253,0,,0.013
Nani,76,0,0,0,1,0,0,0,0,0,0,0,21,2,2,MUN,2 - 1,SUN,Away,7,MID,9,Average,254,0,,3
Carrick,90,0,0,0,1,0,0,0,0,0,0,0,23,6,2,MUN,2 - 1,SUN,Away,7,MID,9,Average,257,1,-1,39
Cleverley,90,0,0,0,1,0,0,0,0,0,0,1,17,7,3,MUN,2 - 1,SUN,Away,7,MID,9,Average,259,0,1,0.01
Januzaj,76,2,0,0,1,0,0,0,1,0,0,3,54,14,14,MUN,2 - 1,SUN,Away,7,MID,9,Average,521,3,0,24
van Persie,90,0,0,0,1,0,0,0,0,0,0,0,16,0,2,MUN,2 - 1,SUN,Away,7,FWD,9,Average,264,0,,308
Rooney,90,0,0,0,1,0,0,0,1,0,0,0,16,1,1,MUN,2 - 1,SUN,Away,7,FWD,9,Average,266,0,,121
Welbeck,14,0,0,0,0,0,0,0,0,0,0,0,3,1,1,MUN,2 - 1,SUN,Away,7,FWD,9,Average,267,0,,49
Marshall,90,0,0,0,2,0,0,0,0,0,8,1,11,6,4,CAR,1 - 2,NEW,Home,7,GKP,9,Average,55,0,1,21
Taylor,90,0,0,0,2,0,0,0,0,0,0,0,14,4,1,CAR,1 - 2,NEW,Home,7,DEF,9,Average,58,0,,1
Turner,90,0,0,0,2,0,0,0,0,0,0,0,2,2,1,CAR,1 - 2,NEW,Home,7,DEF,9,Average,60,0,,0.03
Caulker,90,0,0,0,2,0,0,0,0,0,0,0,8,4,1,CAR,1 - 2,NEW,Home,7,DEF,9,Average,429,0,,24
Théophile,90,0,0,0,2,0,0,0,0,0,0,0,4,3,1,CAR,1 - 2,NEW,Home,7,DEF,9,Average,565,0,,0
Whittingham,90,0,0,0,2,0,0,0,0,0,0,0,5,2,2,CAR,1 - 2,NEW,Home,7,MID,9,Average,63,0,,58
Kim Bo-Kyung,44,0,0,0,2,0,0,0,0,0,0,0,-2,1,1,CAR,1 - 2,NEW,Home,7,MID,9,Average,66,0,,7
Gunnarsson,90,0,0,0,2,0,0,0,1,0,0,0,7,2,1,CAR,1 - 2,NEW,Home,7,MID,9,Average,68,0,,19
Mutch,46,0,1,0,0,0,0,0,0,0,0,1,17,6,5,CAR,1 - 2,NEW,Home,7,MID,9,Average,69,0,1,2
Bellamy,25,0,0,0,0,0,0,0,0,0,0,0,2,1,1,CAR,1 - 2,NEW,Home,7,MID,9,Average,70,0,,25
Medel,90,0,0,0,2,0,0,0,0,0,0,0,3,4,2,CAR,1 - 2,NEW,Home,7,MID,9,Average,534,0,,3
Maynard,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CAR,1 - 2,NEW,Home,7,FWD,9,Average,74,0,,7
Campbell,65,0,0,0,2,0,0,0,0,0,0,0,-1,1,2,CAR,1 - 2,NEW,Home,7,FWD,9,Average,75,0,,95
Odemwingie,80,1,0,0,2,0,0,0,0,0,0,2,25,9,8,CAR,1 - 2,NEW,Home,7,FWD,9,Average,468,0,2,5
Stockdale,90,0,0,1,0,0,0,0,0,0,1,0,13,6,6,FUL,1 - 0,STK,Home,7,GKP,6,Favourable,146,0,,8
Senderos,90,0,0,1,0,0,0,0,1,0,0,1,16,7,6,FUL,1 - 0,STK,Home,7,DEF,6,Favourable,150,0,1,5
Hangeland,44,0,0,0,0,0,0,0,0,0,0,0,7,1,1,FUL,1 - 0,STK,Home,7,DEF,6,Favourable,152,0,,0.036
Riether,90,0,0,1,0,0,0,0,0,0,0,3,27,9,9,FUL,1 - 0,STK,Home,7,DEF,6,Favourable,154,3,0,0.018
Amorebieta,90,0,0,1,0,0,0,0,1,0,0,0,14,6,5,FUL,1 - 0,STK,Home,7,DEF,6,Favourable,156,0,,4
Sidwell,90,0,0,1,0,0,0,0,0,0,0,0,11,3,3,FUL,1 - 0,STK,Home,7,MID,6,Favourable,157,0,,0.02
Duff,90,0,0,1,0,0,0,0,0,0,0,0,19,1,3,FUL,1 - 0,STK,Home,7,MID,6,Favourable,158,0,,0.01
Kasami,90,0,0,1,0,0,0,0,0,0,0,0,27,3,3,FUL,1 - 0,STK,Home,7,MID,6,Favourable,159,3,-3,0.06
Richardson,46,0,0,0,0,0,0,0,1,0,0,0,6,0,0,FUL,1 - 0,STK,Home,7,MID,6,Favourable,162,0,,1
Boateng,31,0,0,0,0,0,0,0,0,0,0,0,5,1,1,FUL,1 - 0,STK,Home,7,MID,6,Favourable,165,0,,6
Karagounis,59,0,0,0,0,0,0,0,0,0,0,0,10,4,1,FUL,1 - 0,STK,Home,7,MID,6,Favourable,508,0,,6
Bent,25,1,0,0,0,0,0,0,0,0,0,3,24,9,8,FUL,1 - 0,STK,Home,7,FWD,6,Favourable,48,1,2,21
Ruiz,90,0,0,1,0,0,0,0,0,0,0,0,16,3,2,FUL,1 - 0,STK,Home,7,FWD,6,Favourable,166,0,,6
Berbatov,65,0,0,1,0,0,0,0,0,0,0,0,11,2,2,FUL,1 - 0,STK,Home,7,FWD,6,Favourable,168,0,,0.045
McGregor,90,0,0,1,0,0,0,0,0,0,4,1,10,7,8,HUL,0 - 0,AVL,Home,7,GKP,11,Average,170,0,1,0.072
Rosenior,90,0,0,1,0,0,0,0,1,0,0,0,9,6,5,HUL,0 - 0,AVL,Home,7,DEF,11,Average,171,0,,0.015
Faye,90,0,0,1,0,0,0,0,0,0,0,0,16,6,6,HUL,0 - 0,AVL,Home,7,DEF,11,Average,176,2,-2,0.009
Figueroa,90,0,0,1,0,0,0,0,0,0,0,0,9,6,6,HUL,0 - 0,AVL,Home,7,DEF,11,Average,178,0,,16
Davies,90,0,0,1,0,0,0,0,1,0,0,1,9,7,6,HUL,0 - 0,AVL,Home,7,DEF,11,Average,179,0,1,7
Quinn,68,0,0,1,0,0,0,0,0,0,0,0,5,1,3,HUL,0 - 0,AVL,Home,7,MID,11,Average,182,0,,1
Meyler,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,HUL,0 - 0,AVL,Home,7,MID,11,Average,184,0,,3
Elmohamady,84,0,0,1,0,0,0,0,0,0,0,0,5,4,3,HUL,0 - 0,AVL,Home,7,MID,11,Average,185,0,,7
Boyd,22,0,0,0,0,0,0,0,0,0,0,0,1,1,1,HUL,0 - 0,AVL,Home,7,MID,11,Average,186,0,,1
Huddlestone,90,0,0,1,0,0,0,0,0,0,0,0,16,2,3,HUL,0 - 0,AVL,Home,7,MID,11,Average,436,2,-2,12
Livermore,90,0,0,1,0,0,0,0,0,0,0,0,8,6,3,HUL,0 - 0,AVL,Home,7,MID,11,Average,437,0,,7
Aluko,68,0,0,1,0,0,0,0,0,0,0,0,6,0,2,HUL,0 - 0,AVL,Home,7,FWD,11,Average,187,0,,23
Graham,90,0,0,1,0,0,0,0,0,0,0,0,5,2,2,HUL,0 - 0,AVL,Home,7,FWD,11,Average,388,0,,0.009
Sagbo,22,0,0,0,0,0,0,0,0,0,0,0,2,1,1,HUL,0 - 0,AVL,Home,7,FWD,11,Average,527,0,,1
Mignolet,90,0,0,0,1,0,0,0,0,0,1,0,13,2,2,LIV,3 - 1,CRY,Home,7,GKP,1,Very favourable,192,0,,441
Skrtel,90,0,0,0,1,0,0,0,0,0,0,0,21,5,2,LIV,3 - 1,CRY,Home,7,DEF,1,Very favourable,195,0,,8
Agger,24,0,0,0,1,0,0,0,0,0,0,0,4,1,1,LIV,3 - 1,CRY,Home,7,DEF,1,Very favourable,196,0,,67
José Enrique,90,0,1,0,1,0,0,0,0,0,0,0,25,7,5,LIV,3 - 1,CRY,Home,7,DEF,1,Very favourable,197,0,,121
Touré,90,0,0,0,1,0,0,0,0,0,0,0,16,4,2,LIV,3 - 1,CRY,Home,7,DEF,1,Very favourable,201,0,,0.076
Sakho,66,0,0,1,0,0,0,0,0,0,0,3,8,10,9,LIV,3 - 1,CRY,Home,7,DEF,1,Very favourable,571,0,3,8
Moses,65,0,0,1,0,0,0,0,0,0,0,0,9,1,3,LIV,3 - 1,CRY,Home,7,MID,1,Very favourable,95,0,,42
Gerrard,90,1,0,0,1,0,0,0,0,0,0,3,33,10,10,LIV,3 - 1,CRY,Home,7,MID,1,Very favourable,203,1,2,0.061
Henderson,90,0,0,0,1,0,0,0,0,0,0,0,23,8,2,LIV,3 - 1,CRY,Home,7,MID,1,Very favourable,205,0,,12
Sterling,90,0,1,0,1,0,0,0,1,0,0,0,23,7,4,LIV,3 - 1,CRY,Home,7,MID,1,Very favourable,206,0,,16
Luis Alberto,25,0,0,0,1,0,0,0,0,0,0,0,6,1,1,LIV,3 - 1,CRY,Home,7,MID,1,Very favourable,212,0,,1
Sturridge,87,1,0,0,1,0,0,0,0,0,0,3,49,10,9,LIV,3 - 1,CRY,Home,7,FWD,1,Very favourable,213,3,0,377
Suárez,90,1,0,0,1,0,0,0,0,0,0,0,43,7,6,LIV,3 - 1,CRY,Home,7,FWD,1,Very favourable,214,2,-2,168
Aspas,3,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,LIV,3 - 1,CRY,Home,7,FWD,1,Very favourable,216,0,,0.01
Westwood,90,0,0,0,2,0,0,0,0,0,4,0,6,5,2,SUN,1 - 2,MUN,Home,7,GKP,28,Very difficult,367,0,,8
O'Shea,90,0,0,0,2,0,0,0,1,0,0,0,2,1,0,SUN,1 - 2,MUN,Home,7,DEF,28,Very difficult,370,0,,34
Roberge,90,0,0,0,2,0,0,0,0,0,0,0,6,4,1,SUN,1 - 2,MUN,Home,7,DEF,28,Very difficult,375,0,,1
Celustka,90,0,0,0,2,0,0,0,0,0,0,0,4,3,1,SUN,1 - 2,MUN,Home,7,DEF,28,Very difficult,536,0,,1
Johnson,63,0,0,0,2,0,0,0,0,0,0,0,6,3,2,SUN,1 - 2,MUN,Home,7,MID,28,Very difficult,376,0,,0.018
Cattermole,90,0,0,0,2,0,0,0,0,0,0,0,7,2,2,SUN,1 - 2,MUN,Home,7,MID,28,Very difficult,377,0,,0
Colback,90,0,0,0,2,0,0,0,0,0,0,0,5,3,2,SUN,1 - 2,MUN,Home,7,MID,28,Very difficult,378,0,,69
Larsson,35,0,0,0,1,0,0,0,0,0,0,0,2,1,1,SUN,1 - 2,MUN,Home,7,MID,28,Very difficult,379,0,,0.013
Gardner,55,1,0,0,1,0,0,0,1,0,0,0,21,6,5,SUN,1 - 2,MUN,Home,7,MID,28,Very difficult,380,0,,1
Ki Sung-Yueng,73,0,0,0,2,0,0,0,0,0,0,0,3,0,2,SUN,1 - 2,MUN,Home,7,MID,28,Very difficult,412,0,,2
Giaccherini,90,0,0,0,2,0,0,0,0,0,0,0,7,2,2,SUN,1 - 2,MUN,Home,7,MID,28,Very difficult,499,0,,16
Wickham,17,0,0,0,0,0,0,0,0,0,0,0,1,1,1,SUN,1 - 2,MUN,Home,7,FWD,28,Very difficult,387,0,,2
Altidore,90,0,0,0,2,0,0,0,0,0,0,0,3,0,2,SUN,1 - 2,MUN,Home,7,FWD,28,Very difficult,393,0,,8
Ji Dong-Won,27,0,0,0,0,0,0,0,0,0,0,0,2,1,1,SUN,1 - 2,MUN,Home,7,FWD,28,Very difficult,540,0,,0
Vorm,90,0,0,0,2,0,0,0,0,0,2,0,4,3,1,SWA,0 - 2,SOU,Away,7,GKP,11,Average,394,0,,68
Rangel,90,0,0,0,2,0,0,0,0,0,0,0,9,7,1,SWA,0 - 2,SOU,Away,7,DEF,11,Average,401,0,,17
Chico,90,0,0,0,2,0,0,0,0,0,0,0,3,4,1,SWA,0 - 2,SOU,Away,7,DEF,11,Average,402,0,,0.01
Davies,90,0,0,0,2,0,0,0,0,0,0,0,5,5,1,SWA,0 - 2,SOU,Away,7,DEF,11,Average,404,0,,41
Amat,90,0,0,0,2,0,0,0,0,0,0,0,10,5,1,SWA,0 - 2,SOU,Away,7,DEF,11,Average,406,0,,1
Routledge,66,0,0,0,1,0,0,0,0,0,0,0,5,1,2,SWA,0 - 2,SOU,Away,7,MID,11,Average,407,0,,0.05
Dyer,90,0,0,0,2,0,0,0,0,0,0,0,10,5,2,SWA,0 - 2,SOU,Away,7,MID,11,Average,408,0,,0.013
Álex Pozuelo,24,0,0,0,1,0,0,0,0,0,0,0,2,1,1,SWA,0 - 2,SOU,Away,7,MID,11,Average,415,0,,4
Shelvey,90,0,0,0,2,0,0,0,0,0,0,0,24,4,2,SWA,0 - 2,SOU,Away,7,MID,11,Average,416,1,-1,47
Michu,90,0,0,0,2,0,0,0,0,0,0,0,12,3,2,SWA,0 - 2,SOU,Away,7,MID,11,Average,417,0,,171
José Cañas,90,0,0,0,2,0,0,0,1,0,0,0,1,2,1,SWA,0 - 2,SOU,Away,7,MID,11,Average,505,0,,5
Bony,90,0,0,0,2,0,0,0,0,0,0,0,8,1,2,SWA,0 - 2,SOU,Away,7,FWD,11,Average,420,0,,0.045
Jääskeläinen,90,0,0,1,0,0,0,0,0,0,4,0,17,8,7,WHU,3 - 0,TOT,Away,7,GKP,32,Extremely difficult,472,0,,0.06
Collins,11,0,0,0,0,0,0,0,0,0,0,0,4,1,1,WHU,3 - 0,TOT,Away,7,DEF,32,Extremely difficult,475,0,,0.059
O'Brien,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,WHU,3 - 0,TOT,Away,7,DEF,32,Extremely difficult,476,0,,21
Reid,90,1,0,1,0,0,0,0,0,0,0,3,29,13,15,WHU,3 - 0,TOT,Away,7,DEF,32,Extremely difficult,477,1,2,0.03
Demel,90,0,0,1,0,0,0,0,0,0,0,0,15,8,6,WHU,3 - 0,TOT,Away,7,DEF,32,Extremely difficult,478,0,,4
Tomkins,90,0,0,1,0,0,0,0,0,0,0,0,19,6,6,WHU,3 - 0,TOT,Away,7,DEF,32,Extremely difficult,480,0,,1
Rat,90,0,0,1,0,0,0,0,0,0,0,0,16,6,6,WHU,3 - 0,TOT,Away,7,DEF,32,Extremely difficult,483,0,,5
Downing,90,0,0,1,0,0,0,0,0,0,0,0,16,3,3,WHU,3 - 0,TOT,Away,7,MID,32,Extremely difficult,202,0,,0.011
Joe Cole,5,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,WHU,3 - 0,TOT,Away,7,MID,32,Extremely difficult,484,0,,25
Noble,90,0,0,1,0,0,0,0,0,0,0,0,14,6,3,WHU,3 - 0,TOT,Away,7,MID,32,Extremely difficult,487,0,,17
